,position,read_depth-YMR186W-SRR1520311-v2-p4-m1,norm_cov-YMR186W-SRR1520311-v2-p4-m1,read_depth-YMR186W-v3_simreads_FILTERED1-v2-p4-m1,norm_cov-YMR186W-v3_simreads_FILTERED1-v2-p4-m1
105,106,888,1.1112204800007563,19,1.574413145539906
106,107,927,1.1600240821629517,20,1.6572769953051643
107,108,989,1.2376092958566982,21,1.7401408450704225
108,109,1088,1.3614953628838096,22,1.8230046948356806
109,110,1218,1.524174036757794,23,1.905868544600939
110,111,1223,1.5304309088298704,24,1.9887323943661972
111,112,1275,1.5955023783794644,25,2.0715962441314555
112,113,1285,1.608016122523617,26,2.154460093896714
113,114,1415,1.7706947963976016,27,2.2373239436619716
114,115,1554,1.9446358400013235,28,2.32018779342723
115,116,1594,1.9946908165779342,29,2.403051643192488
116,117,1648,2.0622650349563587,30,2.4859154929577465
117,118,1643,2.0560081628842823,30,2.4859154929577465
118,119,1657,2.073527404686096,30,2.4859154929577465
119,120,1667,2.086041148830249,30,2.4859154929577465
120,121,1661,2.078532902343757,30,2.4859154929577465
121,122,1678,2.0998062673888165,30,2.4859154929577465
122,123,2020,2.5277763171188377,30,2.4859154929577465
123,124,2058,2.575328544866618,30,2.4859154929577465
124,125,2156,2.6979632374793137,30,2.4859154929577465
125,126,2250,2.815592432434349,30,2.4859154929577465
126,127,2252,2.818095181263179,30,2.4859154929577465
127,128,2243,2.8068328115334418,30,2.4859154929577465
128,129,2376,2.973265608650672,30,2.4859154929577465
129,130,2312,2.893177646128095,29,2.403051643192488
130,131,2265,2.834363048650578,28,2.32018779342723
131,132,2277,2.849379541623561,27,2.2373239436619716
132,133,2339,2.9269647553173073,26,2.154460093896714
133,134,2258,2.825603427749671,25,2.0715962441314555
134,135,2199,2.7517723372991703,24,1.9887323943661972
135,136,2148,2.6879522421639916,23,1.905868544600939
136,137,2118,2.6504110097315334,22,1.8230046948356806
137,138,2183,2.731750346668526,21,1.7401408450704225
138,139,2068,2.58784228901077,20,1.6572769953051643
139,140,2022,2.530279065947668,19,1.574413145539906
140,141,2925,3.6602701621646534,18,1.491549295774648
141,142,2879,3.602706939101551,17,1.4086854460093896
142,143,2620,3.278600965767997,16,1.3258215962441313
143,144,2538,3.1759882637859453,15,1.2429577464788732
144,145,2512,3.1434525290111486,14,1.160093896713615
145,146,2435,3.047096699101173,13,1.077230046948357
146,147,2416,3.023320585227283,12,0.9943661971830986
147,148,2308,2.888172148470434,11,0.9115023474178403
148,149,2249,2.8143410580199335,10,0.8286384976525821
149,150,2238,2.8005759394613654,9,0.745774647887324
150,151,2187,2.736755844326187,8,0.6629107981220657
151,152,1708,2.1373474998212747,7,0.5800469483568075
152,153,1670,2.0897952720734945,6,0.4971830985915493
153,154,1562,1.9546468353166457,5,0.41431924882629106
154,155,1452,1.8169956497309665,4,0.33145539906103283
155,156,1440,1.8019791567579833,3,0.24859154929577465
156,157,1409,1.76318654991111,3,0.24859154929577465
157,158,1292,1.6167757434245238,3,0.24859154929577465
158,159,1348,1.6868527106317788,3,0.24859154929577465
159,160,1424,1.781957166127339,4,0.33145539906103283
160,161,1410,1.7644379243255253,5,0.41431924882629106
161,162,1498,1.8745588727940687,6,0.4971830985915493
162,163,1611,2.015964181622994,7,0.5800469483568075
163,164,1619,2.025975176938316,8,0.6629107981220657
164,165,2057,2.5740771704522025,9,0.745774647887324
165,166,2039,2.5515524309927278,10,0.8286384976525821
166,167,1986,2.4852295870287184,11,0.9115023474178403
167,168,2123,2.65666788180361,12,0.9943661971830986
168,169,2221,2.779302574416306,13,1.077230046948357
169,170,1350,1.6893554594606093,14,1.160093896713615
170,171,1362,1.7043719524335925,15,1.2429577464788732
171,172,1502,1.8795643704517297,16,1.3258215962441313
172,173,1545,1.9333734702715861,17,1.4086854460093896
173,174,1599,2.0009476886500104,18,1.491549295774648
174,175,1600,2.0021990630644257,19,1.574413145539906
175,176,1601,2.003450437478841,20,1.6572769953051643
176,177,1630,2.039740295496884,21,1.7401408450704225
177,178,1715,2.1461071207221813,22,1.8230046948356806
178,179,1722,2.1548667416230884,23,1.905868544600939
179,180,1758,2.199916220542038,24,1.9887323943661972
180,181,1771,2.2161840879294363,25,2.0715962441314555
181,182,1792,2.2424629506321567,26,2.154460093896714
182,183,1803,2.256228069190725,27,2.2373239436619716
183,184,1827,2.2862610551366913,28,2.32018779342723
184,185,1858,2.3250536619835644,29,2.403051643192488
185,186,1934,2.4201581174791245,30,2.4859154929577465
186,187,1910,2.3901251315331584,30,2.4859154929577465
187,188,1841,2.303780296938505,30,2.4859154929577465
188,189,1771,2.2161840879294363,30,2.4859154929577465
189,190,1798,2.2499711971186485,30,2.4859154929577465
190,191,1601,2.003450437478841,30,2.4859154929577465
191,192,1579,1.9759202003617051,30,2.4859154929577465
192,193,1568,1.9621550818031372,30,2.4859154929577465
193,194,1107,1.3852714767576997,30,2.4859154929577465
194,195,1066,1.3339651257666736,30,2.4859154929577465
195,196,1072,1.3414733722531653,30,2.4859154929577465
196,197,869,1.0874443661268662,30,2.4859154929577465
197,198,836,1.0461490104511624,30,2.4859154929577465
198,199,815,1.019870147748442,30,2.4859154929577465
199,200,716,0.8959840807213305,30,2.4859154929577465
200,201,693,0.8672024691897794,30,2.4859154929577465
201,202,690,0.8634483459465336,30,2.4859154929577465
202,203,642,0.8033823740546009,30,2.4859154929577465
203,204,649,0.8121419949555078,30,2.4859154929577465
204,205,645,0.8071364972978466,30,2.4859154929577465
205,206,580,0.7257971603608544,30,2.4859154929577465
206,207,644,0.8058851228834314,30,2.4859154929577465
207,208,650,0.813393369369923,29,2.403051643192488
208,209,611,0.7645897672077276,28,2.32018779342723
209,210,646,0.8083878717122619,27,2.2373239436619716
210,211,634,0.7933713787392788,26,2.154460093896714
211,212,615,0.7695952648653887,25,2.0715962441314555
212,213,605,0.757081520721236,24,1.9887323943661972
213,214,570,0.7132834162167017,23,1.905868544600939
214,215,477,0.5969055956760819,22,1.8230046948356806
215,216,472,0.5906487236040056,21,1.7401408450704225
216,217,463,0.5793863538742682,20,1.6572769953051643
217,218,422,0.5280800028832423,19,1.574413145539906
218,219,402,0.5030525145949369,18,1.491549295774648
219,220,401,0.5018011401805217,17,1.4086854460093896
220,221,373,0.46676265657689425,16,1.3258215962441313
221,222,371,0.46425990774806375,15,1.2429577464788732
222,223,361,0.45174616360391107,14,1.160093896713615
223,224,328,0.41045080792820726,13,1.077230046948357
224,225,319,0.3991884381984699,12,0.9943661971830986
225,226,299,0.3741609499101646,11,0.9115023474178403
226,227,273,0.34162521513536764,10,0.8286384976525821
227,228,257,0.3216032245047234,9,0.745774647887324
228,229,241,0.30158123387407915,8,0.6629107981220657
229,230,215,0.2690454990992822,7,0.5800469483568075
230,231,204,0.2552803805407143,6,0.4971830985915493
231,232,198,0.2477721340542227,5,0.41431924882629106
232,233,192,0.2402638875677311,4,0.33145539906103283
233,234,192,0.2402638875677311,3,0.24859154929577465
234,235,186,0.2327556410812395,2,0.16572769953051641
235,236,63,0.07883658810816177,1,0.08286384976525821
236,237,60,0.07508246486491597,0,0.0
237,238,51,0.06382009513517857,0,0.0
238,239,6,0.007508246486491597,0,0.0
239,240,5,0.00625687207207633,0,0.0
240,241,0,0.0,0,0.0
241,242,0,0.0,0,0.0
242,243,0,0.0,0,0.0
243,244,0,0.0,0,0.0
244,245,0,0.0,0,0.0
245,246,0,0.0,0,0.0
246,247,0,0.0,0,0.0
247,248,1,0.0012513744144152662,0,0.0
248,249,2,0.0025027488288305324,0,0.0
249,250,40,0.05005497657661064,0,0.0
250,251,41,0.05130635099102591,0,0.0
251,252,41,0.05130635099102591,0,0.0
252,253,43,0.053809099819856446,0,0.0
253,254,77,0.09635582990997549,0,0.0
254,255,98,0.12263469261269608,0,0.0
255,256,106,0.1326456879280182,0,0.0
256,257,117,0.14641080648658614,0,0.0
257,258,133,0.16643279711723039,0,0.0
258,259,136,0.1701869203604762,0,0.0
259,260,217,0.2715482479281128,0,0.0
260,261,219,0.2740509967569433,0,0.0
261,262,234,0.2928216129731723,1,0.08286384976525821
262,263,260,0.3253573477479692,2,0.16572769953051641
263,264,401,0.5018011401805217,3,0.24859154929577465
264,265,437,0.5468506190994713,4,0.33145539906103283
265,266,462,0.5781349794598529,5,0.41431924882629106
266,267,483,0.6044138421625735,6,0.4971830985915493
267,268,596,0.7458191509914986,7,0.5800469483568075
268,269,684,0.855940099460042,8,0.6629107981220657
269,270,721,0.9022409527934069,9,0.745774647887324
270,271,943,1.180046072793596,10,0.8286384976525821
271,272,991,1.2401120446855287,11,0.9115023474178403
272,273,1049,1.3126917607216142,12,0.9943661971830986
273,274,1050,1.3139431351360293,13,1.077230046948357
274,275,1071,1.34022199783875,14,1.160093896713615
275,276,1137,1.4228127091901577,15,1.2429577464788732
276,277,1136,1.4215613347757423,15,1.2429577464788732
277,278,1124,1.406544841802759,15,1.2429577464788732
278,279,1097,1.372757732613547,15,1.2429577464788732
279,280,1114,1.3940310976586066,16,1.3258215962441313
280,281,1191,1.490386927568582,17,1.4086854460093896
281,282,1188,1.486632804325336,18,1.491549295774648
282,283,1309,1.6380491084695834,19,1.574413145539906
283,284,1305,1.6330436108119224,20,1.6572769953051643
284,285,1309,1.6380491084695834,21,1.7401408450704225
285,286,1391,1.7406618104516351,22,1.8230046948356806
286,287,1435,1.7957222846859069,23,1.905868544600939
287,288,1572,1.9671605794607983,24,1.9887323943661972
288,289,1545,1.9333734702715861,25,2.0715962441314555
289,290,1605,2.008455935136502,26,2.154460093896714
290,291,1626,2.0347347978392225,27,2.2373239436619716
291,292,1620,2.027226551352731,26,2.154460093896714
292,293,1455,1.8207497729742121,25,2.0715962441314555
293,294,1477,1.8482800100913481,24,1.9887323943661972
294,295,1455,1.8207497729742121,23,1.905868544600939
295,296,1382,1.7293994407218978,22,1.8230046948356806
296,297,1317,1.6480601037849054,21,1.7401408450704225
297,298,1237,1.5479501506316842,20,1.6572769953051643
298,299,1036,1.2964238933342156,19,1.574413145539906
299,300,978,1.2238441772981303,18,1.491549295774648
300,301,958,1.1988166890098249,17,1.4086854460093896
301,302,973,1.217587305226054,16,1.3258215962441313
302,303,976,1.2213414284692998,15,1.2429577464788732
303,304,960,1.2013194378386556,14,1.160093896713615
304,305,894,1.1187287264872479,13,1.077230046948357
305,306,893,1.1174773520728327,12,0.9943661971830986
306,307,893,1.1174773520728327,12,0.9943661971830986
307,308,890,1.1137232288295869,12,0.9943661971830986
308,309,872,1.091198489370112,12,0.9943661971830986
309,310,779,0.9748206688294923,11,0.9115023474178403
310,311,684,0.855940099460042,10,0.8286384976525821
311,312,619,0.7746007625230498,9,0.745774647887324
312,313,601,0.7520760230635749,8,0.6629107981220657
313,314,561,0.7020210464869643,7,0.5800469483568075
314,315,519,0.6494633210815232,6,0.4971830985915493
315,316,445,0.5568616144147934,5,0.41431924882629106
316,317,254,0.3178491012614776,4,0.33145539906103283
317,318,240,0.3003298594596639,3,0.24859154929577465
318,319,193,0.24151526198214637,2,0.16572769953051641
319,320,150,0.1877061621622899,1,0.08286384976525821
320,321,142,0.1776951668469678,0,0.0
321,322,132,0.16518142270281513,0,0.0
322,323,106,0.1326456879280182,0,0.0
323,324,103,0.12889156468477242,0,0.0
324,325,100,0.1251374414415266,0,0.0
325,326,99,0.12388606702711134,0,0.0
326,327,94,0.11762919495503502,0,0.0
327,328,86,0.10761819963971289,0,0.0
328,329,71,0.0888475834234839,0,0.0
329,330,64,0.08008796252257704,0,0.0
330,331,4,0.005005497657661065,0,0.0
331,332,0,0.0,0,0.0
332,333,0,0.0,0,0.0
333,334,0,0.0,0,0.0
334,335,0,0.0,0,0.0
335,336,0,0.0,0,0.0
336,337,0,0.0,0,0.0
337,338,0,0.0,0,0.0
338,339,0,0.0,0,0.0
339,340,0,0.0,0,0.0
340,341,0,0.0,0,0.0
341,342,0,0.0,0,0.0
342,343,0,0.0,0,0.0
343,344,0,0.0,0,0.0
344,345,0,0.0,0,0.0
345,346,0,0.0,0,0.0
346,347,0,0.0,0,0.0
347,348,0,0.0,0,0.0
348,349,0,0.0,0,0.0
349,350,0,0.0,0,0.0
350,351,0,0.0,0,0.0
351,352,0,0.0,0,0.0
352,353,0,0.0,0,0.0
353,354,0,0.0,0,0.0
354,355,0,0.0,0,0.0
355,356,0,0.0,0,0.0
356,357,0,0.0,0,0.0
357,358,0,0.0,0,0.0
358,359,0,0.0,0,0.0
359,360,0,0.0,0,0.0
360,361,0,0.0,0,0.0
361,362,1,0.0012513744144152662,0,0.0
362,363,1,0.0012513744144152662,0,0.0
363,364,2,0.0025027488288305324,0,0.0
364,365,2,0.0025027488288305324,0,0.0
365,366,2,0.0025027488288305324,0,0.0
366,367,2,0.0025027488288305324,0,0.0
367,368,2,0.0025027488288305324,0,0.0
368,369,3,0.0037541232432457983,0,0.0
369,370,3,0.0037541232432457983,0,0.0
370,371,3,0.0037541232432457983,0,0.0
371,372,3,0.0037541232432457983,0,0.0
372,373,5,0.00625687207207633,0,0.0
373,374,5,0.00625687207207633,0,0.0
374,375,5,0.00625687207207633,0,0.0
375,376,6,0.007508246486491597,0,0.0
376,377,51,0.06382009513517857,0,0.0
377,378,56,0.0700769672072549,0,0.0
378,379,62,0.0775852136937465,0,0.0
379,380,68,0.0850934601802381,0,0.0
380,381,82,0.10261270198205182,0,0.0
381,382,95,0.11888056936945028,0,0.0
382,383,97,0.12138331819828081,0,0.0
383,384,135,0.16893554594606092,0,0.0
384,385,135,0.16893554594606092,1,0.08286384976525821
385,386,161,0.20147128072085785,2,0.16572769953051641
386,387,181,0.22649876900916316,3,0.24859154929577465
387,388,185,0.23150426666682422,4,0.33145539906103283
388,389,192,0.2402638875677311,5,0.41431924882629106
389,390,195,0.2440180108109769,6,0.4971830985915493
390,391,194,0.24276663639656162,7,0.5800469483568075
391,392,311,0.38917744288314776,8,0.6629107981220657
392,393,353,0.44173516828858894,9,0.745774647887324
393,394,355,0.4442379171174195,10,0.8286384976525821
394,395,367,0.4592544100904027,11,0.9115023474178403
395,396,405,0.5068066378381828,12,0.9943661971830986
396,397,417,0.5218231308111659,13,1.077230046948357
397,398,431,0.5393423726129797,14,1.160093896713615
398,399,498,0.6231844583788025,15,1.2429577464788732
399,400,532,0.6657311884689215,16,1.3258215962441313
400,401,555,0.6945128000004727,17,1.4086854460093896
401,402,748,0.936028061982619,18,1.491549295774648
402,403,751,0.9397821852258649,19,1.574413145539906
403,404,784,0.9810775409015686,20,1.6572769953051643
404,405,825,1.0323838918925945,21,1.7401408450704225
405,406,825,1.0323838918925945,22,1.8230046948356806
406,407,836,1.0461490104511624,23,1.905868544600939
407,408,901,1.1274883473881547,24,1.9887323943661972
408,409,1088,1.3614953628838096,25,2.0715962441314555
409,410,1090,1.36399811171264,26,2.154460093896714
410,411,1091,1.3652494861270554,27,2.2373239436619716
411,412,1120,1.401539344145098,28,2.32018779342723
412,413,1103,1.3802659791000385,29,2.403051643192488
413,414,1147,1.4353264533343102,30,2.4859154929577465
414,415,1184,1.481627306667675,30,2.4859154929577465
415,416,1188,1.486632804325336,30,2.4859154929577465
416,417,1208,1.5116602926136415,30,2.4859154929577465
417,418,1207,1.5104089181992262,30,2.4859154929577465
418,419,1228,1.5366877809019468,30,2.4859154929577465
419,420,1311,1.640551857298414,30,2.4859154929577465
420,421,1362,1.7043719524335925,30,2.4859154929577465
421,422,1420,1.776951668469678,30,2.4859154929577465
422,423,1528,1.9121001052265267,30,2.4859154929577465
423,424,1528,1.9121001052265267,30,2.4859154929577465
424,425,1569,1.9634064562175526,30,2.4859154929577465
425,426,1592,1.9921880677491037,30,2.4859154929577465
426,427,1568,1.9621550818031372,30,2.4859154929577465
427,428,1489,1.8632965030643314,30,2.4859154929577465
428,429,1523,1.9058432331544504,30,2.4859154929577465
429,430,1517,1.8983349866679586,30,2.4859154929577465
430,431,1327,1.6605738479290582,30,2.4859154929577465
431,432,1410,1.7644379243255253,30,2.4859154929577465
432,433,1439,1.800727782343568,30,2.4859154929577465
433,434,1364,1.706874701262423,30,2.4859154929577465
434,435,1465,1.8332635171183649,30,2.4859154929577465
435,436,1478,1.8495313845057633,30,2.4859154929577465
436,437,1331,1.6655793455867192,30,2.4859154929577465
437,438,1383,1.7306508151363131,30,2.4859154929577465
438,439,1597,1.99844493982118,30,2.4859154929577465
439,440,1598,1.9996963142355952,30,2.4859154929577465
440,441,1812,2.267490438920462,30,2.4859154929577465
441,442,1840,2.3025289225240897,30,2.4859154929577465
442,443,1767,2.2111785902717753,30,2.4859154929577465
443,444,1728,2.1623749881095797,30,2.4859154929577465
444,445,1729,2.163626362523995,30,2.4859154929577465
445,446,1702,2.129839253334783,30,2.4859154929577465
446,447,1759,2.2011675949564533,30,2.4859154929577465
447,448,1772,2.2174354623438517,30,2.4859154929577465
448,449,1606,2.0097073095509175,30,2.4859154929577465
449,450,1721,2.153615367208673,30,2.4859154929577465
450,451,1662,2.0797842767581725,30,2.4859154929577465
451,452,1592,1.9921880677491037,30,2.4859154929577465
452,453,1595,1.9959421909923494,30,2.4859154929577465
453,454,1527,1.9108487308121114,30,2.4859154929577465
454,455,1492,1.867050626307577,30,2.4859154929577465
455,456,1487,1.8607937542355006,30,2.4859154929577465
456,457,1474,1.8445258868481023,30,2.4859154929577465
457,458,1469,1.838269014776026,30,2.4859154929577465
458,459,1479,1.8507827589201786,30,2.4859154929577465
459,460,1486,1.8595423798210855,30,2.4859154929577465
460,461,1420,1.776951668469678,30,2.4859154929577465
461,462,1430,1.7894654126138305,30,2.4859154929577465
462,463,1524,1.9070946075688655,30,2.4859154929577465
463,464,1440,1.8019791567579833,30,2.4859154929577465
464,465,1495,1.8708047495508229,30,2.4859154929577465
465,466,1608,2.0122100583797478,30,2.4859154929577465
466,467,1405,1.758181052253449,30,2.4859154929577465
467,468,1350,1.6893554594606093,30,2.4859154929577465
468,469,1371,1.71563432216333,30,2.4859154929577465
469,470,1145,1.4328237045054797,30,2.4859154929577465
470,471,1137,1.4228127091901577,30,2.4859154929577465
471,472,1221,1.52792816000104,30,2.4859154929577465
472,473,1261,1.5779831365776507,30,2.4859154929577465
473,474,1309,1.6380491084695834,30,2.4859154929577465
474,475,1465,1.8332635171183649,30,2.4859154929577465
475,476,1417,1.7731975452264321,30,2.4859154929577465
476,477,1690,2.1148227603618,30,2.4859154929577465
477,478,1679,2.101057641803232,30,2.4859154929577465
478,479,1502,1.8795643704517297,30,2.4859154929577465
479,480,1493,1.8683020007219924,30,2.4859154929577465
480,481,1456,1.8220011473886275,29,2.403051643192488
481,482,1452,1.8169956497309665,28,2.32018779342723
482,483,1464,1.8320121427039495,27,2.2373239436619716
483,484,1465,1.8332635171183649,26,2.154460093896714
484,485,1450,1.8144929009021358,26,2.154460093896714
485,486,1453,1.8182470241453816,26,2.154460093896714
486,487,1441,1.8032305311723984,26,2.154460093896714
487,488,1721,2.153615367208673,26,2.154460093896714
488,489,1976,2.4727158428845657,26,2.154460093896714
489,490,2150,2.6904549909928224,26,2.154460093896714
490,491,2102,2.6303890191008894,26,2.154460093896714
491,492,2067,2.5865909145963553,26,2.154460093896714
492,493,2053,2.5690716727945415,26,2.154460093896714
493,494,1875,2.346327027028624,26,2.154460093896714
494,495,1955,2.4464369801818453,26,2.154460093896714
495,496,2024,2.5327818147764987,26,2.154460093896714
496,497,1991,2.491486459100795,26,2.154460093896714
497,498,1997,2.4989947055872865,26,2.154460093896714
498,499,2213,2.769291579100984,26,2.154460093896714
499,500,2200,2.7530237117135856,26,2.154460093896714
500,501,2315,2.8969317693713412,26,2.154460093896714
501,502,2278,2.8506309160379764,26,2.154460093896714
502,503,2082,2.605361530812584,26,2.154460093896714
503,504,2079,2.6016074075693383,26,2.154460093896714
504,505,2154,2.6954604886504834,26,2.154460093896714
505,506,1871,2.341321529370963,26,2.154460093896714
506,507,1878,2.35008115027187,26,2.154460093896714
507,508,1877,2.3488297758574546,25,2.0715962441314555
508,509,1885,2.3588407711727766,24,1.9887323943661972
509,510,1894,2.370103140902514,23,1.905868544600939
510,511,1903,2.3813655106322513,23,1.905868544600939
511,512,1965,2.458950724325998,23,1.905868544600939
512,513,2007,2.5115084497314393,23,1.905868544600939
513,514,2010,2.515262572974685,23,1.905868544600939
514,515,1976,2.4727158428845657,22,1.8230046948356806
515,516,1962,2.455196601082752,21,1.7401408450704225
516,517,1650,2.064767783785189,20,1.6572769953051643
517,518,1234,1.5441960273884383,19,1.574413145539906
518,519,1118,1.3990365953162676,18,1.491549295774648
519,520,1093,1.367752234955886,17,1.4086854460093896
520,521,1077,1.3477302443252417,16,1.3258215962441313
521,522,1065,1.3327137513522584,15,1.2429577464788732
522,523,1032,1.2914183956765546,14,1.160093896713615
523,524,894,1.1187287264872479,13,1.077230046948357
524,525,857,1.072427873153883,12,0.9943661971830986
525,526,828,1.0361380151358404,11,0.9115023474178403
526,527,672,0.8409236064870589,10,0.8286384976525821
527,528,524,0.6557201931535994,9,0.745774647887324
528,529,475,0.5944028468472514,8,0.6629107981220657
529,530,328,0.41045080792820726,7,0.5800469483568075
530,531,320,0.40043981261288514,6,0.4971830985915493
531,532,304,0.3804178219822409,5,0.41431924882629106
532,533,213,0.2665427502704517,4,0.33145539906103283
533,534,196,0.24526938522539216,3,0.24859154929577465
534,535,195,0.2440180108109769,2,0.16572769953051641
535,536,182,0.22775014342357844,1,0.08286384976525821
536,537,168,0.21023090162176472,0,0.0
537,538,149,0.18645478774787466,0,0.0
538,539,115,0.1439080576577556,0,0.0
539,540,113,0.14140530882892507,0,0.0
540,541,47,0.05881459747751751,0,0.0
541,542,5,0.00625687207207633,0,0.0
542,543,7,0.008759620900906862,0,0.0
543,544,7,0.008759620900906862,0,0.0
544,545,3,0.0037541232432457983,0,0.0
545,546,6,0.007508246486491597,0,0.0
546,547,5,0.00625687207207633,0,0.0
547,548,13,0.01626786738739846,0,0.0
548,549,15,0.018770616216228993,0,0.0
549,550,22,0.027530237117135856,1,0.08286384976525821
550,551,35,0.043798104504534315,2,0.16572769953051641
551,552,98,0.12263469261269608,3,0.24859154929577465
552,553,109,0.136399811171264,4,0.33145539906103283
553,554,116,0.14515943207217086,5,0.41431924882629106
554,555,133,0.16643279711723039,6,0.4971830985915493
555,556,135,0.16893554594606092,7,0.5800469483568075
556,557,136,0.1701869203604762,8,0.6629107981220657
557,558,152,0.19020891099112044,9,0.745774647887324
558,559,165,0.2064767783785189,10,0.8286384976525821
559,560,178,0.22274464576591738,11,0.9115023474178403
560,561,188,0.23525838991007003,12,0.9943661971830986
561,562,251,0.3140949780182318,13,1.077230046948357
562,563,268,0.33536834306329133,14,1.160093896713615
563,564,283,0.3541389592795203,15,1.2429577464788732
564,565,289,0.3616472057660119,16,1.3258215962441313
565,566,290,0.3628985801804272,17,1.4086854460093896
566,567,293,0.36665270342367295,18,1.491549295774648
567,568,300,0.3754123243245798,19,1.574413145539906
568,569,302,0.3779150731534104,20,1.6572769953051643
